"Date","Price","Open","High","Low","Vol.","Change.."
2018-12-25,118.225,118.025,118.525,117.865,"","0.07%"
2018-12-24,118.14,118.43,118.66,118.03,"","-0.15%"
2018-12-21,118.32,118.06,118.38,117.92,"","0.11%"
2018-12-20,118.19,118.22,118.51,118.14,"","-0.03%"
2018-12-19,118.225,118.305,118.605,118.035,"","-0.07%"
2018-12-18,118.305,118.315,118.615,118.235,"","-0.01%"
2018-12-17,118.32,118.4,118.64,118.25,"","-0.06%"
2018-12-14,118.395,118.315,118.645,118.115,"","0.11%"
2018-12-13,118.27,118.29,118.5,118.05,"","-0.09%"
2018-12-12,118.38,118.35,118.56,118.16,"","0.00%"
2018-12-11,118.38,118.45,118.59,118.17,"","-0.06%"
2018-12-10,118.45,118.55,118.57,118.12,"","0.26%"
2018-12-07,118.145,118.105,118.555,117.965,"","-0.05%"
2018-12-06,118.205,118.305,118.485,117.985,"","0.03%"
2018-12-05,118.175,118.115,118.335,117.825,"","0.06%"
2018-12-04,118.11,118.31,118.48,118.02,"","-0.07%"
2018-12-03,118.19,118.24,118.84,118.06,"","0.03%"
2018-11-30,118.155,118.095,118.385,117.975,"","-0.03%"
2018-11-29,118.19,118.39,118.55,118.14,"","-0.15%"
2018-11-28,118.37,118.46,118.61,118.27,"","-0.03%"
2018-11-27,118.4,118.52,118.6,118.27,"","-0.02%"
2018-11-26,118.42,118.41,118.57,118.19,"","0.05%"
2018-11-23,118.36,118.5,118.56,118.16,"","-0.16%"
2018-11-22,118.55,118.27,118.55,118.14,"","0.22%"
2018-11-21,118.29,118.27,118.53,118.13,"","-0.07%"
2018-11-20,118.37,118.4,118.58,118.18,"","0.08%"
2018-11-19,118.28,118.11,118.36,117.97,"","0.02%"
2018-11-16,118.26,118.25,118.36,117.95,"","0.07%"
2018-11-15,118.175,118.135,118.485,117.975,"","0.03%"
2018-11-14,118.145,118.415,118.565,118.075,"","-0.15%"
2018-11-13,118.325,117.095,118.425,117.065,"","1.07%"
2018-11-12,117.075,118.255,118.275,117.035,"","-1.04%"
2018-11-09,118.31,118.42,118.53,118.09,"","-0.09%"
2018-11-08,118.42,118.22,118.51,118.11,"","0.06%"
2018-11-07,118.35,118.27,118.47,118.15,"","-0.01%"
2018-11-06,118.36,118.37,118.68,118.28,"","0.00%"
2018-11-05,118.365,118.525,118.695,118.205,"","0.01%"
2018-11-02,118.35,118.08,118.44,117.96,"","0.12%"
2018-11-01,118.21,118.27,118.54,118.11,"","-0.05%"
2018-10-31,118.265,118.175,118.505,118.085,"","0.07%"
2018-10-30,118.18,118.26,118.64,118.09,"","-0.08%"
2018-10-29,118.27,118.61,118.75,118.17,"","-0.18%"
2018-10-26,118.48,118.45,118.66,118.2,"","-0.08%"
2018-10-25,118.57,118.64,118.85,118.31,"","-0.05%"
2018-10-24,118.635,118.695,118.885,118.385,"","-0.05%"
2018-10-23,118.7,118.48,118.82,118.38,"","0.19%"
2018-10-22,118.47,118.49,118.68,118.23,"","0.02%"
2018-10-19,118.45,118.56,118.7,118.22,"","-0.20%"
2018-10-18,118.69,118.51,118.86,118.34,"","0.24%"
